8.237860870361328125e+01,6.349445343017578125e+01,1.415690155029296875e+02,1.790004425048828125e+02,1.037678680419921875e+02,1.795912170410156250e+02,1.869525146484375000e+02,8.600621795654296875e+01,1.212516708374023438e+02,1.005201950073242188e+02,1.331553497314453125e+02,1.984456329345703125e+02,1.155867767333984375e+02,1.655645904541015625e+02,1.771127471923828125e+02,1.590071105957031250e+02,1.819143371582031250e+02,1.140412826538085938e+02,1.572365722656250000e+02,1.553799438476562500e+02,1.540377349853515625e+02,1.599627227783203125e+02,7.141855621337890625e+01,2.132325897216796875e+02,8.997293090820312500e+01,1.089196624755859375e+02,1.752503356933593750e+02,1.721300506591796875e+02,1.092481155395507812e+02,1.323377685546875000e+02,8.515534973144531250e+01,2.035463867187500000e+02
5.464956283569335938e+01,1.641802673339843750e+02,1.087249984741210938e+02,1.508096466064453125e+02,1.889307098388671875e+02,1.926767578125000000e+02,1.375587768554687500e+02,1.479653472900390625e+02,9.738201904296875000e+01,7.117324829101562500e+01,1.133078994750976562e+02,5.118465042114257812e+01,1.378548278808593750e+02,1.271364059448242188e+02,8.907851409912109375e+01,6.578289794921875000e+01,1.376925506591796875e+02,8.043026733398437500e+01,6.023508834838867188e+01,5.294517517089843750e+01,8.665306854248046875e+01,1.386004486083984375e+02,9.905570220947265625e+01,7.639122772216796875e+01,1.548162384033203125e+02,1.761868438720703125e+02,5.896535110473632812e+01,1.071929855346679688e+02,1.687526397705078125e+02,1.127609634399414062e+02,1.781285095214843750e+02,1.813302612304687500e+02
1.479630889892578125e+02,7.731459045410156250e+01,2.140708923339843750e+02,1.932735748291015625e+02,1.466110076904296875e+02,1.075049819946289062e+02,1.845471649169921875e+02,1.147316970825195312e+02,1.376274108886718750e+02,2.058898620605468750e+02,1.940697174072265625e+02,9.686174774169921875e+01,1.389174041748046875e+02,1.555436401367187500e+02,1.548541259765625000e+02,1.460410156250000000e+02,1.849414215087890625e+02,2.007978973388671875e+02,1.807516174316406250e+02,1.464651489257812500e+02,1.692085571289062500e+02,1.795512542724609375e+02,1.862056274414062500e+02,1.946086730957031250e+02,1.544944305419921875e+02,2.062981872558593750e+02,1.843134155273437500e+02,1.450989990234375000e+02,1.506965484619140625e+02,2.079683685302734375e+02,1.301710662841796875e+02,1.622472229003906250e+02
1.735062103271484375e+02,8.245762634277343750e+01,1.247736358642578125e+02,1.888546142578125000e+02,5.850546264648437500e+01,4.313634490966796875e+01,1.019540481567382812e+02,1.007352142333984375e+02,9.008850860595703125e+01,1.703525390625000000e+02,1.916745758056640625e+02,1.715404815673828125e+02,1.480252380371093750e+02,6.434689331054687500e+01,1.356489562988281250e+02,1.164497146606445312e+02,1.166056518554687500e+02,2.005393524169921875e+02,9.629454040527343750e+01,2.070451965332031250e+02,1.800516052246093750e+02,1.700919036865234375e+02,1.153548049926757812e+02,1.025096054077148438e+02,2.099073486328125000e+02,2.005698699951171875e+02,1.974308776855468750e+02,1.237660980224609375e+02,7.364707946777343750e+01,1.934485931396484375e+02,9.287194061279296875e+01,7.244896697998046875e+01
1.225583419799804688e+02,6.159583663940429688e+01,1.582479248046875000e+02,1.698213653564453125e+02,1.165807342529296875e+02,1.079109420776367188e+02,1.583145904541015625e+02,7.773177337646484375e+01,1.522375030517578125e+02,1.668343811035156250e+02,1.531369934082031250e+02,9.747760772705078125e+01,1.721239624023437500e+02,1.473448028564453125e+02,8.179115295410156250e+01,1.428750000000000000e+02,1.841203155517578125e+02,1.287375030517578125e+02,1.518583374023437500e+02,1.381072998046875000e+02,9.099427795410156250e+01,1.635531311035156250e+02,1.516328277587890625e+02,1.760880279541015625e+02,1.379161529541015625e+02,1.056531295776367188e+02,2.037317810058593750e+02,1.012255249023437500e+02,1.290823059082031250e+02,9.648750305175781250e+01,1.172682342529296875e+02,9.929427337646484375e+01
9.217478179931640625e+01,1.111991119384765625e+02,1.713329620361328125e+02,8.907245635986328125e+01,1.497953491210937500e+02,1.684247741699218750e+02,1.266686935424804688e+02,1.112245559692382812e+02,1.394247741699218750e+02,1.524961242675781250e+02,1.238479003906250000e+02,1.698202362060546875e+02,1.064037628173828125e+02,1.537732238769531250e+02,1.785116119384765625e+02,1.663766632080078125e+02,1.106399307250976562e+02,1.270188064575195312e+02,1.883362884521484375e+02,8.339380645751953125e+01,1.293058624267578125e+02,1.420989990234375000e+02,1.430835113525390625e+02,1.682433624267578125e+02,8.672013092041015625e+01,1.486283111572265625e+02,6.102931213378906250e+01,1.590492248535156250e+02,1.657378387451171875e+02,1.727145996093750000e+02,1.067527618408203125e+02,1.606211242675781250e+02
1.121280288696289062e+02,8.861942291259765625e+01,1.125019836425781250e+02,8.476732635498046875e+01,9.623178863525390625e+01,4.966180801391601562e+01,1.710512084960937500e+02,1.259911651611328125e+02,9.214481353759765625e+01,1.766079406738281250e+02,1.953602600097656250e+02,1.580794677734375000e+02,1.016662216186523438e+02,6.752494049072265625e+01,1.610494384765625000e+02,1.242852096557617188e+02,1.049077224731445312e+02,1.953523101806640625e+02,6.005827713012695312e+01,1.943871917724609375e+02,2.001942596435546875e+02,1.780353088378906250e+02,1.047717437744140625e+02,7.948035430908203125e+01,8.747460937500000000e+01,1.329902801513671875e+02,1.513567352294921875e+02,9.623664093017578125e+01,1.110300216674804688e+02,1.886913909912109375e+02,1.180697555541992188e+02,1.589858703613281250e+02
5.647420883178710938e+01,1.065336914062500000e+02,8.000873565673828125e+01,1.994933319091796875e+02,8.376123046875000000e+01,2.010008239746093750e+02,1.249009933471679688e+02,9.023918151855468750e+01,1.654505004882812500e+02,5.452038192749023438e+01,1.326526641845703125e+02,4.051705551147460938e+01,1.610149688720703125e+02,1.737745361328125000e+02,5.177911758422851562e+01,1.068573150634765625e+02,1.869492492675781250e+02,8.310149383544921875e+01,9.160648345947265625e+01,6.615224456787109375e+01,5.973543930053710938e+01,1.588876800537109375e+02,5.525998306274414062e+01,1.464875183105468750e+02,1.823885192871093750e+02,1.935420074462890625e+02,7.515016174316406250e+01,6.343801879882812500e+01,9.988809967041015625e+01,4.857112884521484375e+01,1.041821899414062500e+02,1.425386810302734375e+02
1.071389160156250000e+02,1.839142913818359375e+02,6.939458465576171875e+01,1.922290649414062500e+02,1.088285751342773438e+02,1.652064056396484375e+02,9.676601409912109375e+01,1.900009918212890625e+02,7.886009979248046875e+01,5.003744125366210938e+01,1.827103576660156250e+02,4.551231765747070312e+01,1.100285720825195312e+02,1.348847351074218750e+02,5.477684783935546875e+01,7.821231842041015625e+01,1.622852325439453125e+02,1.763832550048828125e+02,5.884039688110351562e+01,1.513556671142578125e+02,9.170394134521484375e+01,1.064985275268554688e+02,8.556995391845703125e+01,9.724384307861328125e+01,2.118571472167968750e+02,1.875216827392578125e+02,1.173556671142578125e+02,8.792118835449218750e+01,9.344138336181640625e+01,8.529310607910156250e+01,1.526344909667968750e+02,1.276645355224609375e+02
1.510211944580078125e+02,1.777392578125000000e+02,5.831289291381835938e+01,1.900211944580078125e+02,9.875300598144531250e+01,1.605845184326171875e+02,1.191088790893554688e+02,1.500567321777343750e+02,1.857220611572265625e+02,6.730888366699218750e+01,1.387833709716796875e+02,5.937535858154296875e+01,1.926613159179687500e+02,1.549375305175781250e+02,7.675243377685546875e+01,1.341828002929687500e+02,1.811203460693359375e+02,8.047679138183593750e+01,1.070338058471679688e+02,8.674613189697265625e+01,1.595724945068359375e+02,1.129507141113281250e+02,8.819255065917968750e+01,1.566670379638671875e+02,1.916360931396484375e+02,1.932017211914062500e+02,1.100687637329101562e+02,8.952893829345703125e+01,5.562635803222656250e+01,7.430142974853515625e+01,1.493684844970703125e+02,8.088137054443359375e+01
